-0.06545755,-1.2070804,-0.81048256,0.06396145,0.8393916,0.5541422,-0.039905675,-0.04166352,-1.4768685,-0.52469885,-1.2651778,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
1.1004057,3.799952,1.2761772,1.422115,-0.921758,-0.6700018,-0.039905675,0.22242874,-1.4768685,-0.52469885,-1.2651778,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
1.1004057,3.799952,1.2761772,1.422115,-0.921758,-0.6700018,-0.039905675,0.22242874,-1.4768685,-0.52469885,-1.2651778,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
-0.64838916,-1.0401793,-1.424206,-1.5658228,0.13493174,0.14609417,0.08637264,-0.04166352,-1.4768685,-0.52469885,-1.2651778,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
0.32316354,0.1281283,-0.13538675,-1.2036486,-0.04118322,-0.6700018,0.21265097,0.09038261,-1.4768685,-0.52469885,-1.2651778,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
0.32316354,0.1281283,-0.13538675,-1.2036486,-0.04118322,-0.6700018,0.21265097,0.09038261,-1.4768685,-0.52469885,-1.2651778,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
0.51747406,-0.038772784,1.0306878,0.42613572,0.6632766,0.35011816,0.21265097,0.22242874,-1.4768685,-0.52469885,-1.2651778,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
0.51747406,-0.038772784,1.0306878,0.42613572,0.6632766,0.35011816,0.21265097,0.22242874,-1.4768685,-0.52469885,-1.2651778,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
-0.2597681,-0.53947604,-0.8718549,0.06396145,-0.21729818,-0.26195383,-0.039905675,-0.17370965,-1.4768685,-0.52469885,-1.2355298,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
-0.45407864,0.9626337,-1.9151847,-0.20766926,-1.097873,-0.26195383,0.21265097,-0.04166352,-1.4768685,-0.52469885,-1.2355298,-0.662031,-0.98130524,-0.5167752,-0.76952136,-0.46873602
